unique Id,transcription
Rodrigo_00044_03,las tierras & Robaron Toda españa. & A las tierras qe pobla
Rodrigo_00044_04,"ron ponianles los nombres de ssi mesmos, Assi como los Alanos"
Rodrigo_00044_05,"qe poblaron Aquella tierra que Agora llaman Alaña, que es des"
Rodrigo_00044_06,de el Rio ebro fasta la grand mar de bayona. & los Silingos
Rodrigo_00044_07,"qe poblaron otra tierra cabe el Rio qe llaman cildes, desde don"
Rodrigo_00044_08,"de nasce fasta donde cae en la mar, & los otros qe llaman gala"
Rodrigo_00044_09,"cios poblaron A galizia, que Antiguamente solia ser desde"
Rodrigo_00044_10,el Agua de Cea fasta el puerto de Gaya E despues vinie
Rodrigo_00044_11,ron gallezes por mar que eran echados de sus tierras & arri
Rodrigo_00044_12,baron A vn lugar qe Agora llaman puerto. E poblaron vna
Rodrigo_00044_13,grand partida de galizia qe era yermo entre los dos rios que
Rodrigo_00044_14,llaman Duero & minon & pusieronle nombre portogal. &
Rodrigo_00044_15,otras gentes ouo Ay que llamaron Vandalos & aquellos po
Rodrigo_00044_16,blaron el Andaluzia. & tiene en Ancho desde el Rio que
Rodrigo_00044_17,llaman guadiana fasta el mar qe llaman mediterraneo &
Rodrigo_00044_18,de luengo desde el mar Oceano fasta el Rio qe llaman //
Rodrigo_00044_19,Xucar Assi como cae en la mar mediterranea. E otra tie
Rodrigo_00044_20,rra ouo Ay que llamaron lucena qe es entre guadiana &
Rodrigo_00044_21,tajo & pusieronle assi nombre vnas gentes que la poblarō
Rodrigo_00044_22,A que llamaron Luzios. Pero algunos cuentan que este
Rodrigo_00044_23,nombre ouo por Trebejos que mando Ay fazer hercules quā
Rodrigo_00045_00,do ouo Vencido A gerion assi como Adelante oyredes. & o
Rodrigo_00045_01,tra Tierra Ay dentro en el Andaluzia qe llaman bethica
Rodrigo_00045_02,porque corre por ella Vn Rio qe solian llamar betis al que
Rodrigo_00045_03,Agora dizen guadalquiuir. E tiene desde donde nasce este
Rodrigo_00045_04,Rio en la Sierra de Segura fasta do cae en la mar entre po
Rodrigo_00045_05,niente y mediodia Cerca de la ysla de Caliz. & todas estas
Rodrigo_00045_06,tierras sobredichas fueron pobladas assi como nos conta
Rodrigo_00045_07,"mos, & ouo ay muchos Caudillos qe fueron señores dellas"
Rodrigo_00045_08,en que ouieron Ay muy grandes guerras entre si. Mas por
Rodrigo_00045_09,qe los sus fechos no fueron mucho señalados para contar
Rodrigo_00045_10,en esta historia Tornaremos a fablar de hercules qe fue el
Rodrigo_00045_11,hombre que mas hechos señalados hizo en españa en aque
Rodrigo_00045_12,"lla sazon lo vno por conquerir las tierras, & lo al en po"
Rodrigo_00045_13,blarlas – ¶ De como se partieron los len
Rodrigo_00045_14,12 guajes en babilonia & aquellas gentes
Rodrigo_00045_15,qe tierras poblaron -
Rodrigo_00045_16,d E suso oystes contar de como se partieron los len
Rodrigo_00045_17,guajes en babilonia la grande en el tiempo de fa
Rodrigo_00045_18,"lech, que fue del linaje de Noe. & desde Aquel falech fasta"
Rodrigo_00045_19,que ouo Juez en ysrael ouo mill & dozientos años. E en tiem
Rodrigo_00045_20,po deste Gedeon fue hercules aquel que hizo muchas mara
Rodrigo_00045_21,"uillas por el mundo ,, & señaladamente en españa assi como"
Rodrigo_00045_22,oyredes en esta historia contar. E en vida de Gerion mu
Rodrigo_00045_23,rio hercules & ouo desde la su muerte fasta la segunda destru
Rodrigo_00045_24,ycion
Rodrigo_00046_00,ycion de Troya treze Años E desde Aquella destruycion de
Rodrigo_00046_01,Troya fasta Romulo que poblo á Roma ouo quatrocien //
Rodrigo_00046_02,tos y quarenta y dos años. & desde Romulo fasta que ouo
Rodrigo_00046_03,"Consules en Roma, ouo dozientos y quarenta y vn años"
Rodrigo_00046_04,E despues de aquello fizieron Reyes en Roma. E desde
Rodrigo_00046_05,el primero Rei fasta el postrimero que ouo nombre tar
Rodrigo_00046_06,quino el soberuio que perdio el Reyno por esso. & torno el
Rodrigo_00046_07,"pueblo A Juzgarse por consules, assi como de primero ouo //"
Rodrigo_00046_08,Quatrocientos & quarenta y tres años fasta qe torno a
Rodrigo_00046_09,auer emperadores en Roma E señaladamente en el
Rodrigo_00046_10,"Tiempo de Julio cessar, que Reyno despues desta cuenta"
Rodrigo_00046_11,Quatro años & seis messes. Mas en el tiempo que eran
Rodrigo_00046_12,los consules en Antes que Julio cessar Reynasse ciento &
Rodrigo_00046_13,siete Años Ouo Vno dellos que llamaron Cipion qe des
Rodrigo_00046_14,truyo A españa & a Affrica porque se leuantaron contra Ro
Rodrigo_00046_15,ma. E bien cient Años Ante fue poblada la cibdad de
Rodrigo_00046_16,Toledo qe poblaron dos consules de Roma. & al vno lla
Rodrigo_00046_17,"maron por su nombre Tolomeo, & al otro brudo. E este nō"
Rodrigo_00046_18,bre que le pusieron fue Tomado de los nombres dellos en
Rodrigo_00046_19,esta manera. de las primeras quatro letras de Tolomeo //
Rodrigo_00046_20,"tomaron Tole. & de las dos letras de brudo, tomaron el do."
Rodrigo_00046_21,& assi Juntas todas seis dize el nombre de .toledo. E o
Rodrigo_00046_22,trosi fallase por las scripturas qe tres hercules fueron muy
Rodrigo_00046_23,nombrados por el mundo. segund Cuentan las historias
Rodrigo_00047_00,"Antiguas. El primero hercules fue en el Tiempo de Moysen, pe"
Rodrigo_00047_01,ro que nascio antes que el. E este fizo grandes hechos & buenos
Rodrigo_00047_02,mas no son contados en las historias & fue de la Tierra de gre
Rodrigo_00047_03,cia A la parte qe es contra Persia. E el segundo hercules fue
Rodrigo_00047_04,"otrosi de Grecia, & fue muy nombrado por su saber mas que"
Rodrigo_00047_05,por otra cosa. & fue natural de vna cibdad que dixeron fe
Rodrigo_00047_06,"nis, & fue assi llamada porque era tam viciosa qe no auia"
Rodrigo_00047_07,"compañera en el mundo, assi como el aue fenis qe es sola y"
Rodrigo_00047_08,no ha compañera ninguna. E esta cibdad poblo fenix hi
Rodrigo_00047_09,"jo de Agenor qe fue Rey de las grandes dos çibdades, que"
Rodrigo_00047_10,"llaman A la vna thiron & a la otra sidon, & fue de Europa"
Rodrigo_00047_11,la que lleuo Robada el Rei Jupiter & de cadino Sadino el
Rodrigo_00047_12,que poblo Thebas qe es en Europa. E este Segundo hercules
Rodrigo_00047_13,"llamaron por sobrenombre Saneo, & fue otrosi en tiempo de"
Rodrigo_00047_14,moysen seis Años Antes qe sacasse el pueblo de ysrael de egip
Rodrigo_00047_15,to. E el tercero hercules fue el que fizo los muy grandes
Rodrigo_00047_16,& los muy nombrados hechos de que todo el mundo fabla .
Rodrigo_00047_17,E Aqueste fue muy grande & muy ligero & muy valien
Rodrigo_00047_18,te mas que otro hombre. E deste hablaron todos los sabios
Rodrigo_00047_19,que historias fizieron & compusieron grandes libros en que
Rodrigo_00047_20,contaron sus hechos muy grandes que el fizo por todo el mū
Rodrigo_00047_21,do. E dixeron qe los Sabios de Grecia supieron por sus ar
Rodrigo_00047_22,tes que nasciera alli vn hombre qe Auia nombre hercules
Rodrigo_00047_23,& que faria grandes y marauillosos hechos por el mundo //
Rodrigo_00047_24,mas que o
Rodrigo_00048_00,mas que otro hombre. E a los dos hercules Primeros cuy
Rodrigo_00048_01,"dando qe cada vno dellos seria aquel, pusieronle nombre asi"
Rodrigo_00048_02,Ca segund el lenguaje griego fue Tomado este nombre de dos
Rodrigo_00048_03,"partes de letras, de es & de cloos qe quiere dezir batallador"
Rodrigo_00048_04,o honrrado o alabado en fuerça o en lid. E aqueste terce
Rodrigo_00048_05,ro hercules fue de muy grand linaje como quier qe fue hijo
Rodrigo_00048_06,del Rei Juppiter de Grecia & de la Reyna almena mu
Rodrigo_00048_07,ger que fue del Rei Anfiton. E el Rei Juppiter su padre
Rodrigo_00048_08,diolo A criar al Rei euristelo. & fizolo con consejo de su //
Rodrigo_00048_09,muger doña Juno que lo queria muy mal porque era su an
Rodrigo_00048_10,tenado. E esta Juno puso su Amor con el Rei Euristeo que
Rodrigo_00048_11,era su vezino. & auia contienda con ella por Razon de vna
Rodrigo_00048_12,poca de tierra de que el se pagaua qe era en comarca de su
Rodrigo_00048_13,Reyno. E ella diosela porque le criasse aquel moço. A tal
Rodrigo_00048_14,pleito qe quando fuesse grande que el fiziesse todo aquello
Rodrigo_00048_15,qe ella le mandasse fazer. E despues que este Amor fue
Rodrigo_00048_16,puesto & el moço fue cresciendo & faziendose mançebo fue
Rodrigo_00048_17,muy ligero & muy valiente mas que otro hombre del mū
Rodrigo_00048_18,"do, & no sabia ella gran hecho ni peligroso, a que lo no em"
Rodrigo_00048_19,biasse. E el Rei Euristeo fazia lo assi cuydando que fa
Rodrigo_00048_20,zia bien. E segund Cuenta la su historia deste hercules
Rodrigo_00048_21,des que el ouo muerto al gran puerco montes de Arcadia ma
Rodrigo_00048_22,to despues el toro de Creta qe era muy brauo & muy espan
Rodrigo_00048_23,table. E mato otrosi los tres leones A manos el vno en el
Rodrigo_00049_00,monte Partimio & los dos en la Selua nemeca. & mato la
Rodrigo_00049_01,grand serpiente de la laguna de lerue que auia siete cabeças
Rodrigo_00049_02,& persiguio los ladrones de Cremona qe es en tierra de lombar
Rodrigo_00049_03,dia & otrosi mato al Rei que era señor dellos. & siguio las
Rodrigo_00049_04,harpias qe eran hijas de fineo qe auian cegado a su padre
Rodrigo_00049_05,& le querian desheredar. & otrosi fue con Jason el que tra
Rodrigo_00049_06,xo la lana del Carnero dorado de la ysla colras. E destru
Rodrigo_00049_07,"yo la primera Vegada & la segunda a troya, Ca el fue el qe"
Rodrigo_00049_08,entro primero en ella por fuerça y despues torno a la bata
Rodrigo_00049_09,lla donde el Rey laomedon estaua con su gente & matolo por
Rodrigo_00049_10,su mano porque fue destruyda troya. & despues desto ma
Rodrigo_00049_11,to a diomedes rey de traça y vencio a los centurios que
Rodrigo_00049_12,eran vn linaje muy grande de Caualleros muy buenos en
Rodrigo_00049_13,Armas & mucho esforçados & mas ligeros qe otros hombres
Rodrigo_00049_14,E el por el su esfuerço & ligereza los mato a todos. E ven
Rodrigo_00049_15,cio otrossi a los de lacedemonia & mato al Rey dellos. E
Rodrigo_00049_16,el primero que mato y vencio a las dueñas Amazonas quā
Rodrigo_00049_17,do ellas destruyan y vencian A todas las gentes. E otrosi
Rodrigo_00049_18,mato a los honze fijos del Rey Neleo qe fue fijo del Rey
Rodrigo_00049_19,Saturno & vencio a circhelo en lid. & casso con dianira
Rodrigo_00049_20,& mato al Rei eneso en batalla vno por otro E mato
Rodrigo_00049_21,otrosi a buseris Rei de Egipto. & mato a Anteo Rei de
Rodrigo_00049_22,libia & de Affrica. & lleuo las mançanas de las dueñas
Rodrigo_00049_23,Esperidas. E fue tam buen maestro del Arte de las estre
Rodrigo_00049_24,llas qe
Rodrigo_00050_00,llas que dixeron los sabios qe sostenia el cielo en los hom
Rodrigo_00050_01,bros – ¶ De como hercules poblo a
Rodrigo_00050_02,13 Caliz & de las cosas qe Ay fizo segund
Rodrigo_00050_03,se contera adelante en esta historia –
Rodrigo_00050_04,Ercoles despues que ouo quebrantada & conquis
Rodrigo_00050_05,tada a Africa passo a españa & arribo a vna ysla
Rodrigo_00050_06,"pequeña con diez naues, & traxo consigo vn grand sabio"
Rodrigo_00050_07,de Arte de Astronomia que avia nombre alante. E este gana
Rodrigo_00050_08,ra este nombre porque morara mucho tiempo en el monte a
Rodrigo_00050_09,talante que es mucho alto catando las estrellas. E este mon
Rodrigo_00050_10,te es cabe cebta & entra por tierra de Affrica vna partida
Rodrigo_00050_11,E este hercules despues que passo de affrica en españa &
Rodrigo_00050_12,Arribo A vna ysla qe es contra el mar mediterraneo en ł
Rodrigo_00050_13,mar Oceano. & porque le parescio que aquel lugar era muy
Rodrigo_00050_14,Vicioso & estaua en el comienço de occidente hizo ay vna
Rodrigo_00050_15,grand Torre & puso encima della vna ymagen de cobre bi
Rodrigo_00050_16,en hecha & que cataua contra oriente. & tenia en la mano
Rodrigo_00050_17,"derecha vna llaue, en semejança que queria Abrir puerta"
Rodrigo_00050_18,& la mano Siniestra tenia alçada & tendida contra orien
Rodrigo_00050_19,te. E tenia escriptas en la palma letras que dezian estos
Rodrigo_00050_20,son los mojones de hercules. E porque en latin dizen por mo
Rodrigo_00050_21,Jones gades pusieron Nombre a la ysla gades de hercules //
Rodrigo_00050_22,Aquella que oy dia dizen Caliz & despues que esto ouo
Rodrigo_00050_23,fecho Acogiosse con sus naues y Fuesse yendo por la mar fas
Rodrigo_00051_00,ta que llego al Rio betis que Agora llaman guadalquiuir
Rodrigo_00051_01,& fuesse yendo por el Arriba fasta que llego al lugar do es
Rodrigo_00051_02,"Agora poblada Seuilla, & siempre yua catando por la Ri"
Rodrigo_00051_03,bera do fallarian buen lugar ado poblassen vna gran çibdad
Rodrigo_00051_04,"E no fallaron otro lugar ninguno tam bueno, como aquel"
Rodrigo_00051_05,adonde Agora es poblada Seuilla. E estonçes demando
Rodrigo_00051_06,hercules a alante el estrellero si faria alli la cibdad. E el
Rodrigo_00051_07,dixole que cibdad avria alli muy grande mas que otro la
Rodrigo_00051_08,poblaria que no el. & quando hercules esto oyo ouo muy grā
Rodrigo_00051_09,"pessar. & preguntole que como seria, & quien seria aquel que"
Rodrigo_00051_10,la poblaria. E el dixole que seria hombre honrrado & mas po
Rodrigo_00051_11,deroso que el & de grandes fechos. E quando hercules esto
Rodrigo_00051_12,oyo dixo que el haria Remembrança porque quando vinie
Rodrigo_00051_13,sse aquel que la auia de poblar supiesse el lugar do auia //
Rodrigo_00051_14,de ser la cibdad. & puso alli seis pilares de piedra muy gran
Rodrigo_00051_15,des. & pusso ensomo dellos vna muy gran tabla de marmol
Rodrigo_00051_16,escripta de grandes letras que dezian assi. Aqui sera pobla
Rodrigo_00051_17,da la gran cibdad. & ensomo pusso vna ymagen de piedra
Rodrigo_00051_18,"& tenia la vna mano contra oriente, & tenia escriptas en la"
Rodrigo_00051_19,"palma letras que dezian, fasta Aqui llego hercules & en"
Rodrigo_00051_20,la otra mano tenia A yusso mostrando con el dedo las letras
Rodrigo_00051_21,de la tabla & hercoles hizo ay vna puebla y traya consigo
Rodrigo_00051_22,vnas gentes que los dezian los ispales E eran de vna tierra
Rodrigo_00051_23,"cerca de Scicia, & tomolos & poblolos alli. E las primeras"
Rodrigo_00051_24,moradas
Rodrigo_00052_00,moradas que ellos fizieron alli en el comienço de su puebla
Rodrigo_00052_01,eran de Cañaueras & de palos luengos & de pajas & destas
Rodrigo_00052_02,"cosas tales, & assentauanlas sobre los palos. & tomaron"
Rodrigo_00052_03,destas dos palabras qe dizen En griego por sobre palos que
Rodrigo_00052_04,dezimos en latin palos qe son maderos delgados & ayun
Rodrigo_00052_05,taron los & hizieron este nombre ispalos. & como quier qe
Rodrigo_00052_06,vos demudemos la palabra porque ellos dixeron ispalis &
Rodrigo_00052_07,es Aquella cibdad a que nos dezimos Seuilla -
Rodrigo_00052_08,14 ¶ De como Julio cessar poblo a
Rodrigo_00052_09,Seuilla por las cossas qe Ay fallara pues
Rodrigo_00052_10,tas que fiziera hercules –
Rodrigo_00052_11,d Espues desto Avino assi que en Tiempo de los Ro
Rodrigo_00052_12,manos quando fueron señores del mundo ouo des
Rodrigo_00052_13,auenencia entre Julio cessar y pompeo qe eran suegro & yer
Rodrigo_00052_14,no & Amos a dos eran emperadores. & fue puesto y orde
Rodrigo_00052_15,nado en Roma que embiaron a Pompeo a parte de orien
Rodrigo_00052_16,te & a Julio cessar a parte de occidente para conquerir a
Rodrigo_00052_17,quellos lugares que no obedescian a Roma. E pusieron
Rodrigo_00052_18,les plazo qe fuessen tornados dende A cinco años a Roma
Rodrigo_00052_19,& al que lo assi non fiziesse qe nunca Jamas fuesse Recibi
Rodrigo_00052_20,do en Roma por emperador. & pompeo gano en aquellos
Rodrigo_00052_21,cinco Años toda la parte de oriente. E Julio cessar en estos
Rodrigo_00052_22,cinco años no pudo ganar sino fasta lerida qe es vna cib
Rodrigo_00052_23,dad en españa en Vna Tierra que llaman Cataloña. E segūd
Rodrigo_00053_00,"Cuenta Lucano que escriuio esta historia, despues que //"
Rodrigo_00053_01,"se cumplieron los cinco años, embiaronle a dezir los de"
Rodrigo_00053_02,Roma que se boluiesse & sino qe le no Recibirian mas por
Rodrigo_00053_03,"Emperador. E el con saña que ouo no lo quiso hazer, mas di"
Rodrigo_00053_04,xo que pues el era emperador qe tomaria otros cinco años pa
Rodrigo_00053_05,ra acabar aquello que Auia començado. & despues en a
Rodrigo_00053_06,quellos cinco años que tomo conquirio toda españa. e quā
Rodrigo_00053_07,"do fue en aquel lugar, do primeramente fue poblada la cib"
Rodrigo_00053_08,dad de talica semejole que no estaua poblada en buen lu
Rodrigo_00053_09,gar. & fue buscar donde la assentasse denuevo. & quando
Rodrigo_00053_10,el fue en Aquel lugar donde estauan los pilares sobre que
Rodrigo_00053_11,"puso hercules la ymagen, cato la tabla del marmol que"
Rodrigo_00053_12,yazia ende por pieças quebrada. & quando vio las letras
Rodrigo_00053_13,fizo las Ayuntar en vno & leyo en ellas & dezia que alli
Rodrigo_00053_14,Auia de ser poblada la gran cibdad de españa & estonces
Rodrigo_00053_15,fizola mudar de aquel lugar & poblo la alli donde ago
Rodrigo_00053_16,"ra es. & pusole nombre ispalis, assi como ouiera primera"
Rodrigo_00053_17,mente nombre quando fue poblada sobre estacas de pa
Rodrigo_00053_18,los en vn lugar que llaman almedina que es cabe caliz
Rodrigo_00053_19,& cuenta lucano que despues que la ouo alli poblado que
Rodrigo_00053_20,fue A caliz donde Auia grand cibdad & fallo alli vn grā
Rodrigo_00053_21,Templo que fizieran los gentiles por honrra de hercules
Rodrigo_00053_22,& entre otras ymagines que ay auia fallo vna del rey
Rodrigo_00053_23,Alexandre & dezian todos que fuera hecha A su semejan
Rodrigo_00053_24,ça del
Rodrigo_00054_00,"ça del, Assi de grandeza como de faciones. & quando Julio ce"
Rodrigo_00054_01,ssar la vio estuuola catando vna gran pieça cuydando &
Rodrigo_00054_02,"despues dixo, que si alexandre Tam pequeño era de cuerpo &"
Rodrigo_00054_03,"tam feo & tam grandes hechos y tam buenos hiziera, el"
Rodrigo_00054_04,que era tam grande y tam hermoso porque non faria tam
Rodrigo_00054_05,grandes hechos o mayores. E cuidando esto fuesse para
Rodrigo_00054_06,"su possada & soño essa noche que empreñaua a su madre,"
Rodrigo_00054_07,& otro dia fizo llamar al sabio su estrellero qe traya consi
Rodrigo_00054_08,"go que era grand sabio, & dixole lo que soñara & lo que cuy"
Rodrigo_00054_09,dara. E el estrellero soltole y aclarole el sueño y dixole qe
Rodrigo_00054_10,la madre era la tierra. & que bien assi como de cada dia la
Rodrigo_00054_11,yua ganando & señoreando qe bien assi muy cedo la ternia
Rodrigo_00054_12,toda la tierra ganada & puesta so el su señorio y poder
Rodrigo_00054_13,& desde alli mouio Julio cessar & tornose Para Roma
Rodrigo_00054_14,y ouo sus lides con pompeo muy grandes hasta que lo vē
Rodrigo_00054_15,cio & aterro & assi quedo Julio cessar vencedor & empe
Rodrigo_00054_16,rador de Roma & señor de todo el mundo assi como la
Rodrigo_00054_17,su historia lo cuenta. Mas agora tornaremos a hablar
Rodrigo_00054_18,de hercules por contar los fechos que hizo en españa –
Rodrigo_00054_19,15 ¶ De las otras cosas que
Rodrigo_00054_20,hercules fizo en españa –
Rodrigo_00054_21,H Ercoles el grande de que ya oistes de suso despues
Rodrigo_00054_22,que ouo hecho aquellas dos ymagenes de Calis & de
Rodrigo_00054_23,Seuilla tuuo deseo de uer la tierra que era llamada esperia
Rodrigo_00055_00,& mettiose Por la costa de la mar Fasta que llego a vn lugar
Rodrigo_00055_01,do es Ahora poblada lixbona. la qual fue poblada despues
Rodrigo_00055_02,que troya fue destruida la segunda uez. E començola a po
Rodrigo_00055_03,blar vn nieto de Vlixas que Auia aquel mesmo nombre &
Rodrigo_00055_04,por quanto el no la pudo acabar de poblar ante de su muer
Rodrigo_00055_05,te mando A vna su hija que auia nombre bona que la a
Rodrigo_00055_06,cabasse de poblar & ella fizolo assi & poblola. & para po
Rodrigo_00055_07,nerle nombre Ayunto el nombre de su padre e el suyo &
Rodrigo_00055_08,pusole nombre lixbona. E quando hercules llego a aqł
Rodrigo_00055_09,lugar supo en como vn Rei poderoso auia en españa que
Rodrigo_00055_10,tenia la tierra desde Tajo fasta duero. & porque auia siete
Rodrigo_00055_11,prouincias en su señorio fue dicho en las hablillas que a
Rodrigo_00055_12,via siete cabeças. E este fue el gran gerion qe fue gigante
Rodrigo_00055_13,y muy fuerte y como supo que hercules venia aderesço //
Rodrigo_00055_14,sus huestes para aquel lugar donde fue despues pobla
Rodrigo_00055_15,da la coruña en galizia que era estonçes yermo. & lidio
Rodrigo_00055_16,con hercules y vencio hercules y mato al gran gerion se
Rodrigo_00055_17,"gund ya oistes, & cortole la cabeça & mando en aquel"
Rodrigo_00055_18,"lugar hazer vna gran torre, & fizo meter la cabeça de"
Rodrigo_00055_19,gerion en el cimiento della y mando ay poblar vna no
Rodrigo_00055_20,"ble cibdad, & fizo escriuir los nombres de los hombres"
Rodrigo_00055_21,y de las mugeres que Ay viniesen a poblar. E el primer po
Rodrigo_00055_22,blador que ay vino a poblar fue vna muger que auia
Rodrigo_00055_23,nombre Coruña. E por su nombre le puso a la cibdad Coru
Rodrigo_00055_24,"ña, esto"
Rodrigo_00056_00,ña. esto fecho fuesse Para guadiana & dende Para guadal
Rodrigo_00056_01,"quiuir, al lugar donde mandara hazer la ymagen & fallola"
Rodrigo_00056_02,erguida y plugole mucho. E de Ay fuesse adelante Alli do man //
Rodrigo_00056_03,"dara hazer la villa sobre palos, & pusole nombre hispalis &"
Rodrigo_00056_04,mandola cercar de muro y de torres. E despues fuesse assi yē
Rodrigo_00056_05,do Riberas de la mar poblando los lugares que le semejauan qe
Rodrigo_00056_06,"eran de poblar, fasta que llego a cartagena qe ouo este nombre"
Rodrigo_00056_07,de cartago la grande que es en Africa la que poblo la Reyna
Rodrigo_00056_08,dido. E algunos dizen qe por despecho que le hizieron los
Rodrigo_00056_09,de la tierra que passo aquende mar en españa y poblo otra vi
Rodrigo_00056_10,"lla a que dizen Cartagena, que solian llamar Antiguamente cā"
Rodrigo_00056_11,je espartarie. porque toda la tierra do es el esparto que llamā
Rodrigo_00056_12,agora monte Aragon obedesce a ella. E de alli era Rei vn //
Rodrigo_00056_13,hombre muy grande y muy fuerte que llamauan cato. E o
Rodrigo_00056_14,trosi Auia en su poder las tierras que llamauan celtiberia y
Rodrigo_00056_15,carpentania. E quando oyo dezir que Venia hercules non le
Rodrigo_00056_16,"quiso obedescer como los otros, mas saco su hueste y fue a li"
Rodrigo_00056_17,diar con el y Fue vencido cato. & fuyo a vn monte mucho al
Rodrigo_00056_18,to que es en celtiberia que puso nombre de si mesmo. Ca por
Rodrigo_00056_19,que dezian a el Cato pusole nombre moncayo (o monte cayo
Rodrigo_00056_20,E era lugar donde Auia el gran sabor de morar porqe era
Rodrigo_00056_21,lugar muy sano & por esto fuyo el a aquel lugar cuydan
Rodrigo_00056_22,"dosse el Amparar alli, mas quando supo que venia hercu"
Rodrigo_00056_23,"les empos de el No le osso ay attender, E fuyo para Tierra"
Rodrigo_00057_00,de Roma a vn monte que llamauan Auetino qe es cerca de
Rodrigo_00057_01,la cibdad de Aviñon & Avn alli no pudo guarecer –
Rodrigo_00057_02,16 8 ¶ De otros lugares que poblo
Rodrigo_00057_03,hercules en españa & de los fechos que ay
Rodrigo_00057_04,fizo segund lo cuenta la historia
Rodrigo_00057_05,d E suso Aueis oydo como cato fue Vencido y hercu
Rodrigo_00057_06,les fuelo siguiendo fasta Moncayo & quando her
Rodrigo_00057_07,"cules lo Andaua buscando en el monte cayo, donde el solia mo"
Rodrigo_00057_08,"rar, semejole Aquella tierra muy buena, & por ende hercules"
Rodrigo_00057_09,poblo alli vna cibdad al pie del monte y poblola de vnas gen
Rodrigo_00057_10,tes que vinieran con el de Grecia. & los vnos eran de vna
Rodrigo_00057_11,"tierra que dizen tiro, & los otros de otra tierra que dizen tar"
Rodrigo_00057_12,racona. & por esso puso nombre a la Villa taraçona & assi la
Rodrigo_00057_13,llaman oy en dia. E Despues que esto ouo fecho començo
Rodrigo_00057_14,de yr conqueriendo toda aquella tierra fasta que llego a vn
Rodrigo_00057_15,lugar que deuia poblar y fizo ay vna fortaleza & pusole
Rodrigo_00057_16,nombre Vergel que quiere dezir tanto como appremiamiento
Rodrigo_00057_17,Ca assi hallo toda aquella tierra qe mas la gano el por premia
Rodrigo_00057_18,qe non por amor . E despues que esto ouo fecho de las diez
Rodrigo_00057_19,naues que el traxera dexarala vna de comienço en Caliz
Rodrigo_00057_20,y lleuara las nueue consigo a galizia . & dessi mando qe fin
Rodrigo_00057_21,cassen las ocho alli & que le traxessen la nouena alli & al
Rodrigo_00057_22,"lugar donde la Naue arribo, semejole buen lugar para po"
Rodrigo_00057_23,blar. & mando alli hazer vna villa y pusole nombre
Rodrigo_00057_24,Barca noua
Rodrigo_00058_00,Barca noua que quiere dezir tanto como la nueua barca. &
Rodrigo_00058_01,agora llamanla barçelona. E despues que hercules ouo //
Rodrigo_00058_02,conquistado Toda la tierra de esperia y tornada a su señorio
Rodrigo_00058_03,ouo sabor de yr a buscar por el mundo y por otras tierras y
Rodrigo_00058_04,"prouar los grandes fechos que ay fallase, enpero no quiso"
Rodrigo_00058_05,qe fincasse la tierra sin hombres de su linaje. en manera qe
Rodrigo_00058_06,por los que el alli dexasse fuesse sabido como el la ganara
Rodrigo_00058_07,& por esso la poblo de aquestas gentes que el traxera consi
Rodrigo_00058_08,go qe eran de Grecia y ponia en cada lugar hombres de
Rodrigo_00058_09,"su linaje, y sobre todos hizo señor A vn su sobrino que"
Rodrigo_00058_10,criara de pequeño qe auia nombre ispan E esto fizo el
Rodrigo_00058_11,porque lo prouara por hombre muy esforçado y de gran seso
Rodrigo_00058_12,y por Amor de el troco el nombre a la tierra qe antes la dezian
Rodrigo_00058_13,esperia y pusole nombre españa –
Rodrigo_00058_14,17 9 ¶ De los hechos que hizo el Rei
Rodrigo_00058_15,yspan sobrino de hercules en españa & de
Rodrigo_00058_16,lo que le acontescio en su tiempo –
Rodrigo_00058_17,e Stas cossas assi fechas dexo hercules por Rey
Rodrigo_00058_18,y señor de españa segund de suso es dicho a su
Rodrigo_00058_19,sobrino hispan hombre noble y de buen seso y de buen en
Rodrigo_00058_20,tendimiento y mucho esforçado en Armas. E anduuo por la
Rodrigo_00058_21,tierra & fizola poblar y enderesçar y Reparar las villas
Rodrigo_00058_22,y Fortalezas de ella. Ca estaua la mas de la tierra desgasta
Rodrigo_00058_23,da & destruida por los trabajos y males pasados. por las grā
Rodrigo_00059_00,des guerras y conquistas que su tio hercules fiziera ende
Rodrigo_00059_01,en la conquistar y ganar y tornarla so el su señorio. y su
Rodrigo_00059_02,posse bien apoderar de la tierra toda & poblar los puertos
Rodrigo_00059_03,de la mar. E assi por las montañas & los otros lugares
Rodrigo_00059_04,donde entendio que le podria venir daño de otras gentes
Rodrigo_00059_05,"a la su tierra, todo lo enfortalescio y reparo muy bien. &"
Rodrigo_00059_06,esso mesmo Acabo de labrar todas las obras qe hercules
Rodrigo_00059_07,su tio dexara començadas en Villas y cibdades & castillos
Rodrigo_00059_08,"torres muros fortalezas, cada vna cosa donde era menes"
Rodrigo_00059_09,"ter, por tal que toda su tierra fuesse mejor guardada &"
Rodrigo_00059_10,Reuelada de qualesquier gentes qe a conquistarla viniesen
Rodrigo_00059_11,por mar o por tierra. & todas las gentes de españa estauā
Rodrigo_00059_12,con el muy contentos y pagados –
Rodrigo_00059_13,18 10 ¶ De como fue poblada la
Rodrigo_00059_14,ysla de Cadis y cercada y fecha la puente
Rodrigo_00059_15,y las calçadas y traida el Agua a la çibdad
Rodrigo_00059_16,segund la historia todo lo contara muy cō
